audio_file,local_year,local_artist_slug,local_title_slug,HCI_v1_score,HCI_v1_raw,HCI_axis_Danceability,HCI_axis_Energy,HCI_axis_LoudnessFit,HCI_axis_RuntimeFit,HCI_axis_TempoFit,HCI_axis_Valence,feat_tempo_bpm,feat_duration_sec,feat_loudness_LUFS,feat_danceability,feat_energy,feat_valence,spotify_id,spotify_tempo,spotify_duration_sec,spotify_loudness,spotify_danceability,spotify_energy,spotify_valence,tempo_drift_pct,duration_drift_pct,loudness_diff_db,danceability_diff,energy_diff,valence_diff,drift_pct_vs_EchoTarget_v2,drift_pct_vs_success_index_raw,drift_pass_fail_vs_EchoTarget_v2,meta_year,meta_year_end_rank,meta_title,meta_artist,meta_best_rank,meta_weeks_on_chart,meta_chart_points,meta_s_rank,meta_s_weeks,meta_s_peak,meta_success_index_raw,meta_echo_z,meta_EchoTarget_v2,meta_echo_decile,meta_id,meta_spotify_album,meta_spotify_artist,meta_spotify_id,meta_spotify_name,meta_spotify_popularity,meta_spotify_release_date
features_output/2025/11/22/1985/1985_paul_young__everytime_you_go_away__single/1985_paul_young__everytime_you_go_away__single.hci.json,1985,paul young,everytime you go away,0.6285003003618904,0.30994989554509483,0.4045276297985738,0.3657913472925556,0.7545892267245934,3.0224693706296965e-06,0.10115131698722613,0.4882260567228429,82.03125,266.7508390022676,-17.699013845120774,0.4045276297985738,0.3657913472925556,0.5663165389170222,0yNvCWhV6EyDpYAAczCm1E,164.199,257.96,-11.966,0.621,0.484,0.506,-50.041565417572585,3.407830284643977,-5.733013845120775,-0.21647237020142618,-0.1182086527074444,0.060316538917022156,-20.70102243523135,-23.894175205679264,FAIL,1985,4,Everytime You Go Away,Paul Young,1,23,1590.0,0.9230769230769231,0.5476190476190477,1.0,0.8258241758241758,1.0311460906153038,0.792570496698464,9,4,The Secret Of Association,Paul Young,0yNvCWhV6EyDpYAAczCm1E,Every Time You Go Away - Single Version,43.0,1985-12-17
features_output/2025/11/22/1985/1985_phil_collins__don_t_lose_my_number__album/1985_phil_collins__don_t_lose_my_number__album.hci.json,1985,phil collins,dont lose my number,0.5443578638540202,0.2658542433815483,0.2436122261764883,0.36682619121592946,0.7661178684801203,7.589056391397256e-09,0.08280153170414,0.4018855036036756,80.74951171875,286.0698412698413,-19.61664004041752,0.2436122261764883,0.36682619121592946,0.5667304764863718,2ZIzyHDYsXIHUojfr6bAbO,80.614,288.547,-5.016,0.585,0.832,0.952,0.1680994848909565,-0.8584940166277066,-14.600640040417519,-0.34138777382351165,-0.4651738087840705,-0.3852695235136282,357.0951300366505,56.35644812564537,FAIL,1985,38,Don't Lose My Number,Phil Collins,4,18,1300.0,0.05128205128205132,0.42857142857142855,0.9696969696969697,0.3481518481518482,-1.5392839444741635,0.11909071615144375,1,38,No Jacket Required (2016 Remaster),Phil Collins,2ZIzyHDYsXIHUojfr6bAbO,Don't Lose My Number - 2016 Remaster,63.0,1985-01-25
features_output/2025/11/22/1985/1985_phil_collins__one_more_night__album/1985_phil_collins__one_more_night__album.hci.json,1985,phil collins,one more night,0.45932925741547664,0.2212941853528696,0.1494415177978538,0.35095400497359147,0.024508994262645162,7.589056391397256e-09,0.00716270327210162,0.32020687848461404,67.99958881578948,286.0698412698413,-22.198956088086213,0.1494415177978538,0.35095400497359147,0.5603816019894365,6fkvIT9KFKxO8poBeKfaEf,136.369,288.973,-9.442,0.534,0.442,0.343,-50.13559620163712,-1.004647053585884,-12.756956088086213,-0.3845584822021462,-0.09104599502640853,0.2173816019894365,243.6573676063585,25.146594086252627,FAIL,1985,37,One More Night,Phil Collins,1,18,1304.0,0.07692307692307687,0.42857142857142855,1.0,0.367032967032967,-1.4376816697419859,0.13365907462272547,1,37,No Jacket Required (2016 Remaster),Phil Collins,6fkvIT9KFKxO8poBeKfaEf,One More Night - 2016 Remaster,71.0,1985-01-25
features_output/2025/11/22/1985/1985_prince_and_the_revolution__raspberry_beret__album/1985_prince_and_the_revolution__raspberry_beret__album.hci.json,1985,prince and the revolution,raspberry beret,0.973634110927486,0.49082058448879295,0.47449237084253904,0.3830786964094487,0.3583424583939448,0.13888861498796032,0.8428915398215626,0.605572284871247,120.18531976744185,211.7659863945578,-20.526888459602993,0.47449237084253904,0.3830786964094487,0.5732314785637795,2I1W3hcSsPIsEJfD69pHrW,120.75,215.173,-12.759,0.761,0.67,0.91,-0.4676440849342825,-1.5833834195936238,-7.767888459602993,-0.286507629157461,-0.28692130359055135,-0.3367685214362205,877.9557155843918,204.82423260571392,FAIL,1985,40,Raspberry Beret,Prince And The Revolution,2,17,1291.0,0.0,0.40476190476190477,0.98989898989899,0.3194083694083694,-1.693957131081439,0.09955809812366366,1,40,Around The World In A Day,Prince,2I1W3hcSsPIsEJfD69pHrW,Raspberry Beret,63.0,1985-04-22
features_output/2025/11/22/1985/1985_ready_for_the_world__oh_sheila__album/1985_ready_for_the_world__oh_sheila__album.hci.json,1985,ready for the world,oh sheila,0.7810620656539972,0.38990135422609146,0.3979443219619153,0.38577711269064346,0.3127804496855058,0.0017976512564459308,0.4701867510987009,0.5837022883488434,129.19921875,240.00145124716553,-20.646017831565487,0.3979443219619153,0.38577711269064346,0.5743108450762574,5PM96PMKMfD1lLX2lryUsG,128.82,240.093,-10.347,0.798,0.577,0.835,0.2943787843502615,-0.038130538097510394,-10.299017831565488,-0.4000556780380847,-0.1912228873093565,-0.26068915492374256,72.97461193783522,28.800932602561886,FAIL,1985,20,Oh Sheila,Ready For The World,1,21,1403.0,0.5128205128205128,0.5,1.0,0.6064102564102565,-0.14955477042582663,0.4515472281762947,5,20,Ready For The World,Ready For The World,5PM96PMKMfD1lLX2lryUsG,Oh Sheila,55.0,1985-01-01
features_output/2025/11/22/1985/1985_reo_speedwagon__can_t_fight_this_feeling__album/1985_reo_speedwagon__can_t_fight_this_feeling__album.hci.json,1985,reo speedwagon,cant fight this feeling,0.6142608464492656,0.30248757293132994,0.4174575143762224,0.35821765593443483,0.9993036224415328,3.2462028291644127e-10,0.05520350850551627,0.4840467584471859,78.30255681818181,294.9863038548753,-18.62274390774731,0.4174575143762224,0.35821765593443483,0.5632870623737739,5WwqdeavrQrbeAMDxGawse,156.344,294.773,-11.017,0.408,0.48,0.19,-49.916493873649245,0.0723620734854542,-7.605743907747311,0.009457514376222442,-0.12178234406556515,0.3732870623737739,33.868178285348996,0.5958074868923178,FAIL,1985,18,Can't Fight This Feeling,REO Speedwagon,1,18,1410.0,0.5641025641025641,0.42857142857142855,1.0,0.6106227106227107,-0.12688689078981166,0.4588550126826462,5,18,Wheels Are Turnin',REO Speedwagon,5WwqdeavrQrbeAMDxGawse,Can't Fight This Feeling,74.0,1984-11-05
features_output/2025/11/22/1985/1985_sade__smooth_operator__single/1985_sade__smooth_operator__single.hci.json,1985,sade,smooth operator,0.9483773803810831,0.47758455221798474,0.5219093472962435,0.3746343501677922,0.5625900857717665,3.916028973766775e-05,0.8428915398215626,0.6260329157325722,120.18531976744185,257.0913378684807,-17.281746814657637,0.5219093472962435,0.3746343501677922,0.5698537400671169,1Hv1VTm8zeOeybub15mA2R,119.336,258.693,-6.619,0.734,0.58,0.962,0.7117045714971637,-0.6191362470261185,-10.662746814657638,-0.2120906527037565,-0.2053656498322078,-0.3921462599328831,699.0776255787491,172.83831454105626,FAIL,1985,39,Smooth Operator,Sade,5,20,1295.0,0.02564102564102566,0.47619047619047616,0.9595959595959596,0.3475968475968476,-1.5422704898807533,0.11868401141806473,1,39,The Best of Sade,Sade,1Hv1VTm8zeOeybub15mA2R,Smooth Operator - Single Version,81.0,1994-10-31
features_output/2025/11/22/1985/1985_simple_minds__dont_you_forget_about_me__album/1985_simple_minds__dont_you_forget_about_me__album.hci.json,1985,simple minds,dont you forget about me,1.0,0.507887173873683,0.5406044126330242,0.3819930705666598,0.8161704243213828,1.835963569495792e-05,0.9996926215910155,0.6250145788157037,112.34714673913044,260.06349206349205,-17.84545710358761,0.5406044126330242,0.3819930705666598,0.5727972282266639,3fH4KjXFYMmljxrcGrbPj9,111.346,263.04,-6.61,0.66,0.816,0.678,0.8991313016457112,-1.1315799636967652,-11.23545710358761,-0.11939558736697586,-0.4340069294333401,-0.10520277177333615,36.00673610807005,28.16901408450706,FAIL,1985,7,Don't You (Forget About Me),Simple Minds,1,22,1472.0,0.8461538461538461,0.5238095238095238,1.0,0.7802197802197801,0.7857416545558362,0.7352577001814136,8,7,Once Upon A Time (Super Deluxe),Simple Minds,3fH4KjXFYMmljxrcGrbPj9,Don't You (Forget About Me),76.0,1985
features_output/2025/11/22/1985/1985_starship__we_built_this_city__album/1985_starship__we_built_this_city__album.hci.json,1985,starship,we built this city,0.6429939342247647,0.3175454236035594,0.3756883105643294,0.36348859733434474,0.9153504835315935,5.583564307733052e-10,0.07886271745502214,0.5872329157093039,143.5546875,293.5002267573696,-18.12628482296319,0.3756883105643294,0.36348859733434474,0.5653954389337379,6OnfBiiSc9RGKiBKKtZXgQ,144.091,296.08,-4.897,0.661,0.908,0.656,-0.3722040238460474,-0.8713095253412527,-13.229284822963189,-0.28531168943567065,-0.5445114026656552,-0.09060456106626213,198.1546937901209,43.00394626750367,FAIL,1985,30,We Built This City,Starship,1,17,1352.0,0.2564102564102564,0.40476190476190477,1.0,0.44963369963369965,-0.9931941168792561,0.2156578271671904,3,30,Knee Deep In The Hoopla,Starship,6OnfBiiSc9RGKiBKKtZXgQ,We Built This City,77.0,1985-09-10
features_output/2025/11/22/1985/1985_stevie_wonder__part_time_lover__album/1985_stevie_wonder__part_time_lover__album.hci.json,1985,stevie wonder,part time lover,0.6818199747500462,0.33789258312193676,0.40901684949890094,0.3872070152546292,0.650547010820299,9.714535329260785e-05,0.21878066460800819,0.5122538240167898,87.5926906779661,253.37614512471654,-17.469923593132616,0.40901684949890094,0.3872070152546292,0.5748828061018516,0Dm43YLUlGdePpSbI1ct8h,174.513,252.56,-13.606,0.662,0.624,0.961,-49.80735493747394,0.3231490040847884,-3.8639235931326166,-0.2529831505010991,-0.2367929847453708,-0.38611719389814836,112.96226026262006,29.486506509052248,FAIL,1985,24,Part-Time Lover,Stevie Wonder,1,17,1385.0,0.41025641025641024,0.40476190476190477,1.0,0.5265567765567766,-0.579258923525938,0.3201600010768301,4,24,In Square Circle,Stevie Wonder,0Dm43YLUlGdePpSbI1ct8h,Part-Time Lover,72.0,1985-09-13
features_output/2025/11/22/1985/1985_sting__if_you_love_somebody_set_them_free__album/1985_sting__if_you_love_somebody_set_them_free__album.hci.json,1985,sting,if you love somebody set them free,0.8382402169406692,0.4198661136879345,0.4425220469787353,0.37607936015007043,0.9613983542503174,3.916028973766775e-05,0.6044503416676599,0.5961057730414036,126.04801829268293,257.0913378684807,-18.307628808695657,0.4425220469787353,0.37607936015007043,0.5704317440600282,5Xhqe9xu6bKRSqLj1mS1SB,125.058,256.227,-10.61,0.627,0.849,0.817,0.7916473097945903,0.3373328605028868,-7.697628808695658,-0.18447795302126468,-0.47292063984992955,-0.24656825593997178,494.78054209392235,123.04711328288063,FAIL,1985,36,If You Love Somebody Set Them Free,Sting,3,18,1310.0,0.10256410256410253,0.42857142857142855,0.9797979797979798,0.37581307581307577,-1.3904345214097384,0.14093268989426724,1,36,The Dream Of The Blue Turtles,Sting,5Xhqe9xu6bKRSqLj1mS1SB,If You Love Somebody Set Them Free,58.0,1985-01-01
features_output/2025/11/22/1985/1985_survivor__the_search_is_over__album/1985_survivor__the_search_is_over__album.hci.json,1985,survivor,the search is over,0.8755511136652405,0.4394192475423697,0.4420638989547936,0.37313454536945595,0.9997872267259778,0.0001380613530167328,0.7324869056817207,0.588692073895231,123.046875,251.89006802721087,-18.644371291082535,0.4420638989547936,0.37313454536945595,0.5692538181477824,1M3xrSPzPcKkCnXGHFPKaw,124.209,252.613,-12.272,0.527,0.342,0.148,-0.9356206072023792,-0.28618161883558113,-6.372371291082535,-0.08493610104520644,0.031134545369455924,0.4212538181477824,108.91647824570505,49.022585900570576,FAIL,1985,21,The Search Is Over,Survivor,4,21,1402.0,0.4871794871794872,0.5,0.9696969696969697,0.5875291375291376,-0.25115704515800463,0.41909145751323246,5,21,Vital Signs,Survivor,1M3xrSPzPcKkCnXGHFPKaw,The Search Is Over,53.0,1984-01-01
features_output/2025/11/22/1985/1985_tears_for_fears__everybody_wants_to_rule_the_world__single/1985_tears_for_fears__everybody_wants_to_rule_the_world__single.hci.json,1985,tears for fears,everybody wants to rule the world,1.0,0.5119640722057086,0.5750190456424701,0.3635402003603822,0.9395927028645411,0.0001380613530167328,0.9996926215910155,0.633394504287367,112.34714673913044,251.89006802721087,-18.213822154573872,0.5750190456424701,0.3635402003603822,0.5654160801441529,4RvWPyQ5RL0ao9LPZeSouE,112.067,251.489,-12.095,0.645,0.795,0.535,0.24998147459148917,0.15947736370611384,-6.118822154573872,-0.06998095435752993,-0.43145979963961784,0.03041608014415287,22.760496382179614,18.23300129926377,FAIL,1985,3,Everybody Wants To Rule The World,Tears For Fears,1,24,1594.0,0.9487179487179487,0.5714285714285714,1.0,0.8457875457875457,1.1385721288903312,0.8145942949650404,9,3,Songs From The Big Chair (Super Deluxe Edition),Tears For Fears,4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,87.0,1985-02-25
features_output/2025/11/22/1985/1985_tears_for_fears__shout__album/1985_tears_for_fears__shout__album.hci.json,1985,tears for fears,shout,0.8318671966586754,0.41652627118694224,0.4943062957359723,0.35885296530835786,0.978726360294645,2.636282803673389e-32,0.5852606708922576,0.5607376951850658,97.50884433962264,393.0673922902494,-18.40246608063599,0.4943062957359723,0.35885296530835786,0.5635411861233431,2gQaQUhDCNGfBVXTvxAmXQ,97.909,393.667,-10.407,0.511,0.942,0.498,-0.4087016110647285,-0.15231342981518842,-7.995466080635989,-0.01669370426402772,-0.5831470346916421,0.06554118612334314,192.37744757575476,65.5849396192624,FAIL,1985,27,Shout,Tears For Fears,1,19,1370.0,0.33333333333333337,0.4523809523809524,1.0,0.5023809523809524,-0.709352841436981,0.28451824980212925,4,27,Songs From The Big Chair,Tears For Fears,2gQaQUhDCNGfBVXTvxAmXQ,Shout,75.0,1985-02-25
features_output/2025/11/22/1985/1985_teena_marie__lover_girl__album/1985_teena_marie__lover_girl__album.hci.json,1985,teena marie,lover girl,0.9225337633459525,0.4640409564448527,0.5426258767799832,0.3695177541926387,0.7093110790524986,2.6905129147221235e-05,0.7324869056817207,0.6395882968856266,123.046875,258.5774149659864,-17.597503643523012,0.5426258767799832,0.3695177541926387,0.5678071016770555,6JGEFDAbkolVtylkQfnnom,123.301,290.893,-4.594,0.76,0.853,0.842,-0.20610132926740407,-11.109096827360428,-13.003503643523011,-0.2173741232200168,-0.48348224580736127,-0.27419289832294447,49.30002973383617,31.244232954871045,FAIL,1985,12,Lover Girl,Teena Marie,4,21,1439.0,0.717948717948718,0.5,0.9696969696969697,0.7029137529137529,0.369745744871972,0.6179059475008777,7,12,Starchild (Expanded Edition),Teena Marie,6JGEFDAbkolVtylkQfnnom,Lovergirl,42.0,1985-11-11
features_output/2025/11/22/1985/1985_til_tuesday__voices_carry__album/1985_til_tuesday__voices_carry__album.hci.json,1985,til tuesday,voices carry,0.9573374081374515,0.48228014083792675,0.5278931016853504,0.3698300145627697,0.9390203657363975,6.8546550184919515e-06,0.8968923318441594,0.599058542280263,105.46875,263.77868480725624,-18.211591758918622,0.5278931016853504,0.3698300145627697,0.5679320058251078,0ZYf6N5eBeXStMri0mf3DZ,104.995,263.573,-9.044,0.583,0.574,0.578,0.4512119624743992,0.07803713098696058,-9.167591758918622,-0.055106898314649544,-0.20416998543723025,-0.010067994174892125,283.48371662729835,100.7483901055642,FAIL,1985,29,Voices Carry,'Til Tuesday,8,21,1355.0,0.28205128205128205,0.5,0.9292929292929293,0.4768842268842268,-0.8465547374157072,0.24964225770969886,3,29,Voices Carry (Expanded Edition),'Til Tuesday,0ZYf6N5eBeXStMri0mf3DZ,Voices Carry,60.0,1985-06-01
features_output/2025/11/22/1985/1985_wham_featuring_george_michael__careless_whisper__album/1985_wham_featuring_george_michael__careless_whisper__album.hci.json,1985,wham featuring george michael,careless whisper,0.6119235299232948,0.3012626797525393,0.3234146986242183,0.38195890871165217,0.7997102501998812,1.9466738923952084e-11,0.01688305065415485,0.5853194205057437,151.99908088235293,302.41668934240363,-19.537146637305845,0.3234146986242183,0.38195890871165217,0.5727835634846609,,,,,,,,,,,,,,-10.809237316011016,-17.969494883840177,PASS,1985,8,Careless Whisper,Wham! Featuring George Michael,1,19,1466.0,0.8205128205128205,0.4523809523809524,1.0,0.745970695970696,0.6014419375151929,0.6860839749643085,7,8,FeelGood Tunes From The 80's,Wham!,496KhoMCMizT1B6Gm09PPq,Careless Whisper,0.0,2015-05-15
features_output/2025/11/22/1985/1985_wham__everything_she_wants__album/1985_wham__everything_she_wants__album.hci.json,1985,wham,everything she wants,0.9971810084043367,0.5031605623140463,0.5572555512129189,0.35687552104803827,0.3846876918720391,1.9466738923952084e-11,0.9795814574168512,0.6252508441870025,114.84375,302.41668934240363,-20.461597160106262,0.5572555512129189,0.35687552104803827,0.5627502084192153,3kRLA6tLTlFR5ll80NULRE,114.958,389.773,-10.22,0.875,0.622,0.918,-0.09938412289705667,-22.412099005728052,-10.241597160106261,-0.3177444487870811,-0.26512447895196173,-0.35524979158078474,88.66081239391846,53.28289149458553,FAIL,1985,16,Everything She Wants,Wham!,1,20,1419.0,0.6153846153846154,0.47619047619047616,1.0,0.6505494505494506,0.08796518576024372,0.5285575715227234,6,16,"Wham 12"" Mixes",Wham!,3kRLA6tLTlFR5ll80NULRE,Everything She Wants - Remix,44.0,1985-01-03
features_output/2025/11/22/1985/1985_whitney_houston__saving_all_my_love_for_you__album/1985_whitney_houston__saving_all_my_love_for_you__album.hci.json,1985,whitney houston,saving all my love for you,0.5325011105778039,0.25964059792563,0.28707143939181423,0.36579316026396214,0.36929732584546665,0.0031897871829807255,0.004805267866894307,0.3969839328481287,66.25600961538461,237.0292970521542,-20.499459155565958,0.28707143939181423,0.36579316026396214,0.5663172641055848,1lx8ddGT5wCD6W2xmLeRKG,99.304,238.467,-14.567,0.636,0.264,0.264,-33.27961651556371,-0.6028938795916505,-5.932459155565958,-0.3489285606081858,0.10179316026396212,0.3023172641055848,-19.019485808752833,-26.80120685410851,FAIL,1985,10,Saving All My Love For You,Whitney Houston,1,20,1440.0,0.7692307692307692,0.47619047619047616,1.0,0.7274725274725273,0.5019003791135609,0.6575669664435888,7,10,Whitney Houston,Whitney Houston,1lx8ddGT5wCD6W2xmLeRKG,Saving All My Love for You,73.0,1985-02-14
features_output/2025/11/22/1985/1985_whitney_houston__you_give_good_love__album/1985_whitney_houston__you_give_good_love__album.hci.json,1985,whitney houston,you give good love,0.5944841958477616,0.29212342919985684,0.2945153550372267,0.3657138403565854,0.8425318680171728,1.7490781036390544e-07,0.03903540856576698,0.5534757963317514,147.65625,276.4103401360544,-19.429381814557985,0.2945153550372267,0.3657138403565854,0.5662855361426341,0t6DdFmFQhQYWhmfa5FJer,74.802,277.24,-13.654,0.559,0.365,0.534,97.39612577203816,-0.2992569124028307,-5.775381814557985,-0.26448464496277335,0.0007138403565853935,0.032285536142634075,86.66750185274783,13.13880370514886,FAIL,1985,26,You Give Good Love,Whitney Houston,3,21,1373.0,0.3589743589743589,0.5,0.9797979797979798,0.5254467754467754,-0.5852320143391173,0.3184722514349171,4,26,Whitney Houston,Whitney Houston,0t6DdFmFQhQYWhmfa5FJer,You Give Good Love,54.0,1985-02-14
features_output/2025/11/22/1986/1986_atlantic_starr__secret_lovers__album/1986_atlantic_starr__secret_lovers__album.hci.json,1986,atlantic starr,secret lovers,0.5487982839770705,0.26818128820378523,0.26066596897431576,0.3703869722890992,0.05790426315748904,1.8924903886410867e-16,0.06765597216138795,0.41037881579790825,79.50721153846153,329.16607709750565,-21.763121617124487,0.26066596897431576,0.3703869722890992,0.5681547889156396,4nKPgKXfFiPW7cNex5oDtt,74.142,330.667,-15.08,0.339,0.379,0.429,7.236399798308027,-0.45390767826675293,-6.6831216171244865,-0.07833403102568426,-0.008613027710900778,0.13915478891563965,-29.58838774712816,-32.6331056893975,FAIL,1986,4,Secret Lovers,Atlantic Starr,3,22,1514.0,0.9230769230769231,0.5238095238095238,0.9797979797979798,0.8146409146409147,0.970967200672524,0.779414455113101,8,44,As The Band Turns,Atlantic Starr,4nKPgKXfFiPW7cNex5oDtt,Secret Lovers,54.0,1986
features_output/2025/11/22/1986/1986_bananarama__venus__album/1986_bananarama__venus__album.hci.json,1986,bananarama,venus,0.8711096447221723,0.43709165307592696,0.5068095742263193,0.3707929688035264,0.8597192177508737,0.013415664368606433,0.6044503416676599,0.6270813693894495,126.04801829268293,228.85587301587302,-17.958892180336438,0.5068095742263193,0.3707929688035264,0.5683171875214106,4XX1pFUkQOZTYp6Hb6a6Ae,126.113,229.165,-4.812,0.722,0.961,0.91,-0.05152657324548124,-0.13489275592999647,-13.146892180336437,-0.21519042577368064,-0.5902070311964736,-0.34168281247858945,574.6172811103163,141.06734212787939,FAIL,1986,38,Venus,Bananarama,1,19,1321.0,0.05128205128205132,0.4523809523809524,1.0,0.3613553113553114,-1.468234029251397,0.1291264942529281,1,78,True Confessions (Collector's Edition),Bananarama,4XX1pFUkQOZTYp6Hb6a6Ae,Venus,68.0,1986-01-01
features_output/2025/11/22/1986/1986_belinda_carlisle__mad_about_you__album/1986_belinda_carlisle__mad_about_you__album.hci.json,1986,belinda carlisle,mad about you,0.6791540972240363,0.336495504394765,0.3696706985050341,0.37339962394623516,0.7956204177818977,0.10776302811288188,0.07886271745502214,0.5892769583494164,143.5546875,213.99510204081633,-17.79516410992788,0.3696706985050341,0.37339962394623516,0.5693598495784941,1SWfuzL0VJx1oYnEtqueSr,143.797,218.227,-9.531,0.596,0.655,0.512,-0.1685101219079654,-1.939218318165795,-8.264164109927881,-0.22632930149496588,-0.28160037605376487,0.05735984957849405,9.322873742825188,-3.6570600024982407,PASS,1986,12,Mad About You,Belinda Carlisle,3,21,1442.0,0.717948717948718,0.5,0.9797979797979798,0.7049339549339549,0.38061677015195816,0.6212369598165717,7,52,Belinda,Belinda Carlisle,1SWfuzL0VJx1oYnEtqueSr,Mad About You,50.0,1986-05-19
features_output/2025/11/22/1986/1986_berlin__take_my_breath_away_love_theme_from_top_gun__album/1986_berlin__take_my_breath_away_love_theme_from_top_gun__album.hci.json,1986,berlin,take my breath away love theme from top gun,0.8383042660166449,0.4198996792214849,0.5457976928570469,0.3735545990655493,0.791134087762698,6.789092603707404e-05,0.5078745798459132,0.592103312634363,95.703125,254.86222222222221,-17.784398163763782,0.5457976928570469,0.3735545990655493,0.5694218396262197,7opCkB3bkWEstc2UvmbI7u,96.225,249.25,-6.009,0.518,0.642,0.597,-0.5423486619901214,2.2516438203499356,-11.775398163763782,0.02779769285704692,-0.26844540093445074,-0.027578160373780247,85.65151410681477,38.24044978709998,FAIL,1986,20,"Take My Breath Away (Love Theme From ""Top Gun"")",Berlin,1,21,1407.0,0.5128205128205128,0.5,1.0,0.6064102564102565,-0.14955477042582663,0.4515472281762947,5,60,Take My Breath Away - Live,Berlin,7opCkB3bkWEstc2UvmbI7u,Take My Breath Away - Live,13.0,1986-07-02
features_output/2025/11/22/1986/1986_billy_ocean__therell_be_sad_songs_to_make_you_cry__album/1986_billy_ocean__therell_be_sad_songs_to_make_you_cry__album.hci.json,1986,billy ocean,therell be sad songs to make you cry,0.5927759494188505,0.2912282062485719,0.34910459079960743,0.3726247487030564,0.7165777602044527,9.538655995864653e-10,0.06765597216138795,0.45798392487351386,79.50721153846153,292.01414965986396,-17.613553596937837,0.34910459079960743,0.3726247487030564,0.5690498994812225,1mP8BJQBRZWjSQLVmxQEyG,79.738,292.68,-7.673,0.563,0.458,0.259,-0.28943347154238447,-0.2275011412245614,-9.940553596937837,-0.21389540920039252,-0.08537525129694362,0.3100498994812225,-11.357712332182949,-19.30798594298371,PASS,1986,10,There'll Be Sad Songs (To Make You Cry),Billy Ocean,1,21,1455.0,0.7692307692307692,0.5,1.0,0.7346153846153847,0.5403372184963701,0.6687281714121046,7,50,Love Zone (Expanded Edition),Billy Ocean,1mP8BJQBRZWjSQLVmxQEyG,There'll Be Sad Songs (To Make You Cry),51.0,1986
features_output/2025/11/22/1986/1986_carl_anderson_and_gloria_loring__friends_and_lovers__album/1986_carl_anderson_and_gloria_loring__friends_and_lovers__album.hci.json,1986,carl anderson and gloria loring,friends and lovers,0.9588959527539919,0.4830969111163332,0.4680354996217089,0.3774851585338497,0.706899624710995,0.02407567762401959,0.9532130060898774,0.5757721248285432,107.666015625,225.14068027210885,-17.592194308656364,0.4680354996217089,0.3774851585338497,0.5709940634135399,19u5G7pWq3Nj6lQiP4W4Hp,80.521,226.56,-9.928,0.39,0.313,0.157,33.71172194210206,-0.6264652753756841,-7.664194308656363,0.07803549962170886,0.06448515853384967,0.41399406341353984,26.657178298351784,20.358813204699615,FAIL,1986,5,Friends And Lovers,Carl Anderson & Gloria Loring,2,21,1510.0,0.8974358974358975,0.5,0.98989898989899,0.7966977466977467,0.8744121876774822,0.757079832060707,8,45,Carl Anderson,"Carl Anderson, Gloria Loring",19u5G7pWq3Nj6lQiP4W4Hp,Friends And Lovers (feat. Gloria Loring),37.0,1982
features_output/2025/11/22/1986/1986_glass_tiger__dont_forget_me_when_im_gone__album/1986_glass_tiger__dont_forget_me_when_im_gone__album.hci.json,1986,glass tiger,dont forget me when im gone,1.0,0.5138366791027059,0.5910307537100614,0.364265858465282,0.808559701798142,0.0006171134203807237,0.9894066615380306,0.6376996874824808,109.95678191489361,245.20272108843537,-17.82663208830247,0.5910307537100614,0.364265858465282,0.5657063433861128,2G0ioyDyvIT1hu71VePzOL,109.837,248.027,-9.144,0.612,0.697,0.736,0.10905424847146926,-1.1386981705881292,-8.682632088302471,-0.02096924628993857,-0.332734141534718,-0.17029365661388718,33.04606791969155,26.18530709433433,FAIL,1986,7,Don't Forget Me (When I'm Gone),Glass Tiger,2,24,1486.0,0.8461538461538461,0.5714285714285714,0.98989898989899,0.7924852924852925,0.8517443080414672,0.7516193568408304,8,47,The Thin Red Line (Deluxe),Glass Tiger,2G0ioyDyvIT1hu71VePzOL,Don't Forget Me (When I'm Gone),45.0,2012-06-15
features_output/2025/11/22/1986/1986_heart__these_dreams__album/1986_heart__these_dreams__album.hci.json,1986,heart,these dreams,0.6735345174177221,0.33355050961295424,0.5112659640607127,0.37691365464645415,0.8117538138628271,9.714535329260785e-05,0.06765597216138795,0.5453703214558779,79.50721153846153,253.37614512471654,-17.834502543082298,0.5112659640607127,0.37691365464645415,0.5707654618585817,22wWxHGHRH8gZXNDXRgSqY,79.106,254.476,-9.865,0.535,0.532,0.3,0.5071821839829324,-0.43220377374819435,-7.969502543082298,-0.023734035939287357,-0.15508634535354587,0.2707654618585817,114.65163598451937,28.944546462158595,FAIL,1986,26,These Dreams,Heart,1,20,1359.0,0.3589743589743589,0.47619047619047616,1.0,0.5223443223443223,-0.6019268031619536,0.3137802860567516,4,66,Heart,Heart,22wWxHGHRH8gZXNDXRgSqY,These Dreams,68.0,1985-07-06
